Segmento,Estado,Regiao,IDSubcategoriaProduto,QuantidadeItens,Data,Pais,Nome Estado
Academia de Tênis,MG,Sudeste,403,4,"Wednesday, February 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Wednesday, February 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Wednesday, February 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,604,4,"Wednesday, February 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,605,4,"Wednesday, February 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,802,4,"Wednesday, March 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Wednesday, March 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Wednesday, March 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,601,4,"Wednesday, March 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,602,4,"Wednesday, March 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Saturday, April 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,604,4,"Saturday, April 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,605,4,"Saturday, April 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Saturday, April 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,403,4,"Saturday, April 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,401,4,"Monday, May 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,402,4,"Monday, May 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,201,4,"Monday, May 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,202,4,"Monday, May 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,204,4,"Monday, May 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,205,4,"Monday, May 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Thursday, June 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Thursday, June 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Thursday, June 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,403,4,"Thursday, June 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Thursday, June 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,604,4,"Thursday, June 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,401,4,"Saturday, July 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,402,4,"Saturday, July 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,201,4,"Saturday, July 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,202,4,"Saturday, July 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,204,4,"Saturday, July 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,205,4,"Saturday, July 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,401,4,"Tuesday, August 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,402,4,"Tuesday, August 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,701,4,"Friday, September 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Friday, September 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Friday, September 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,403,4,"Friday, September 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,101,4,"Friday, September 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,501,4,"Friday, September 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,401,4,"Sunday, October 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,402,4,"Sunday, October 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,201,4,"Wednesday, November 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,202,4,"Wednesday, November 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,204,4,"Wednesday, November 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,205,4,"Wednesday, November 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,501,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,101,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,701,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,604,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,605,4,"Friday, December 1, 2023",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,201,4,"Monday, January 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,202,4,"Monday, January 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,204,4,"Monday, January 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,205,4,"Monday, January 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,401,4,"Thursday, February 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,402,4,"Thursday, February 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,101,4,"Friday, March 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Friday, March 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,403,4,"Friday, March 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Friday, March 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,401,4,"Monday, April 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,402,4,"Monday, April 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,101,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,701,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,604,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,605,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,501,4,"Wednesday, May 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,601,4,"Saturday, June 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,602,4,"Saturday, June 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,101,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,501,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,701,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,604,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,605,4,"Monday, July 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,501,4,"Thursday, August 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,601,4,"Thursday, August 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,602,4,"Thursday, August 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,701,4,"Thursday, August 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Thursday, August 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Thursday, August 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Thursday, August 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,101,4,"Sunday, September 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,701,4,"Tuesday, October 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,501,4,"Tuesday, October 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Tuesday, October 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Tuesday, October 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,601,4,"Tuesday, October 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,602,4,"Tuesday, October 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Tuesday, October 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,203,4,"Friday, November 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,501,4,"Friday, November 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,701,4,"Friday, November 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,603,4,"Friday, November 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,301,4,"Friday, November 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,302,4,"Friday, November 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,601,4,"Sunday, December 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,602,4,"Sunday, December 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,502,4,"Sunday, December 1, 2024",Brazil,Minas Gerais
Academia de Tênis,MG,Sudeste,303,4,"Sunday, December 1, 2024",Brazil,Minas Gerais
Academia de Tênis,PR,Sul,603,4,"Sunday, May 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Sunday, May 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,605,4,"Sunday, May 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Wednesday, June 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Wednesday, June 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Friday, July 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Friday, July 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,605,4,"Friday, July 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Monday, August 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Monday, August 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Monday, August 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Monday, August 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,401,4,"Monday, August 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,402,4,"Monday, August 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,303,4,"Thursday, September 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,304,4,"Thursday, September 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Thursday, September 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Thursday, September 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,403,4,"Thursday, September 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,401,4,"Saturday, October 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,402,4,"Saturday, October 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Saturday, October 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Saturday, October 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Saturday, October 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Saturday, October 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,403,4,"Tuesday, November 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Tuesday, November 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,201,4,"Tuesday, November 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,202,4,"Tuesday, November 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,204,4,"Tuesday, November 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,203,4,"Thursday, December 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Thursday, December 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Thursday, December 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Thursday, December 1, 2022",Brazil,Parana
Academia de Tênis,PR,Sul,403,4,"Sunday, January 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Sunday, January 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,201,4,"Sunday, January 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,202,4,"Sunday, January 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,204,4,"Sunday, January 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Wednesday, February 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Wednesday, February 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Wednesday, February 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Wednesday, February 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,605,4,"Wednesday, February 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Wednesday, March 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Wednesday, March 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Saturday, April 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Saturday, April 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Saturday, April 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Saturday, April 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,605,4,"Saturday, April 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,203,4,"Monday, May 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Monday, May 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Monday, May 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Monday, May 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Monday, May 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,605,4,"Monday, May 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Thursday, June 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Thursday, June 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Saturday, July 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Saturday, July 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Saturday, July 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Saturday, July 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,605,4,"Saturday, July 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,203,4,"Saturday, July 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Tuesday, August 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Tuesday, August 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,303,4,"Friday, September 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,304,4,"Friday, September 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Sunday, October 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Sunday, October 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Wednesday, November 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Wednesday, November 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Wednesday, November 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Wednesday, November 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,303,4,"Friday, December 1, 2023",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Monday, January 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Monday, January 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Monday, January 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Monday, January 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Thursday, February 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Thursday, February 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Thursday, February 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Friday, March 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Friday, March 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Monday, April 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Monday, April 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Monday, April 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Wednesday, May 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Wednesday, May 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Wednesday, May 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Wednesday, May 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,303,4,"Saturday, June 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Monday, July 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Monday, July 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Monday, July 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Monday, July 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Thursday, August 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Thursday, August 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,203,4,"Thursday, August 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Thursday, August 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Thursday, August 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,303,4,"Sunday, September 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Tuesday, October 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Tuesday, October 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Tuesday, October 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Tuesday, October 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,203,4,"Tuesday, October 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,603,4,"Friday, November 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,301,4,"Friday, November 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,302,4,"Friday, November 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,601,4,"Sunday, December 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,602,4,"Sunday, December 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,604,4,"Sunday, December 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,303,4,"Sunday, December 1, 2024",Brazil,Parana
Academia de Tênis,PR,Sul,304,4,"Sunday, December 1, 2024",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Sunday, May 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,604,4,"Sunday, May 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,605,4,"Sunday, May 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Wednesday, June 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,604,4,"Wednesday, June 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,605,4,"Wednesday, June 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Friday, July 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,604,4,"Friday, July 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,605,4,"Friday, July 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Monday, August 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Thursday, September 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Saturday, October 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,201,4,"Tuesday, November 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,202,4,"Tuesday, November 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,204,4,"Tuesday, November 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Tuesday, November 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,604,4,"Tuesday, November 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,403,4,"Tuesday, November 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,403,4,"Thursday, December 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Thursday, December 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,604,4,"Thursday, December 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,201,4,"Thursday, December 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,202,4,"Thursday, December 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,204,4,"Thursday, December 1, 2022",Brazil,Parana
Clube de Tênis,PR,Sul,201,4,"Sunday, January 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,202,4,"Sunday, January 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,204,4,"Sunday, January 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,403,4,"Sunday, January 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,603,4,"Sunday, January 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,604,4,"Sunday, January 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,802,4,"Wednesday, February 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,803,4,"Wednesday, February 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,804,4,"Wednesday, February 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Wednesday, February 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Wednesday, February 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Wednesday, February 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Wednesday, February 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Wednesday, March 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Wednesday, March 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,802,4,"Wednesday, March 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,803,4,"Wednesday, March 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,804,4,"Wednesday, March 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Wednesday, March 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Wednesday, March 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Saturday, April 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Saturday, April 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,802,4,"Saturday, April 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,803,4,"Saturday, April 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,804,4,"Saturday, April 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Saturday, April 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Saturday, April 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Monday, May 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Monday, May 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Monday, May 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Monday, May 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Thursday, June 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Thursday, June 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Thursday, June 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Thursday, June 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Saturday, July 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Saturday, July 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Saturday, July 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Saturday, July 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,203,4,"Tuesday, August 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,403,4,"Tuesday, August 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,203,4,"Friday, September 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,403,4,"Friday, September 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,403,4,"Sunday, October 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,203,4,"Sunday, October 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Wednesday, November 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Wednesday, November 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Wednesday, November 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Wednesday, November 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Friday, December 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Friday, December 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,601,4,"Friday, December 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,602,4,"Friday, December 1, 2023",Brazil,Parana
Clube de Tênis,PR,Sul,301,4,"Monday, January 1, 2024",Brazil,Parana
Clube de Tênis,PR,Sul,302,4,"Monday, January 1, 2024",Brazil,Parana
